"#MSM",Making Sense of Location-based Micro-posts Using Stream Reasoning.
"#Microposts",A Reverse Approach to Named Entity Extraction and Linking in Microposts.
"(KNOW@LOD/CoDeS)@ESWC",A Two-Fold Quality Assurance Approach for Dynamic Knowledge Bases: The 3cixty Use Case.,A Hybrid Method for Rating Prediction Using Linked Data Features and Text Reviews.
Influence and Behavior Analysis in Social Networks and Social Media,Social Network to Improve the Educational Experience with the Deployment of Different Learning Models.
InfoSecCD,Credit card transaction security.
InfoSecHiComNet,"""Rank Correction"": A New Side-Channel Approach for Secret Key Recovery."
InfoSec,Route optimasation based on multidimensional trust evaluation model in mobile ad hoc networks.,ECG biometric identification for general population using multiresolution analysis of DWT based features.,Research on self-learning method on generation and optimization of industrial firewall rules.,Robust extraction of blood vessels for retinal recognition.,SQLi vulnerabilty in education sector websites of Bangladesh.,Security awareness and adoption of security controls by smartphone users.,Multilayered database intrusion detection system for detecting malicious behaviors in big data transaction.,RFID-based design-theoretical framework for combating police impersonation in South Africa.
Inform. Forsch. Entwickl.,SFB 627 - Umgebungsmodelle fr mobile kontextbezogene Systeme.,COMQUAD: Komponentenbasierte Softwaresysteme mit zusagbaren quantitativen Eigenschaften und Adaptionsfhigkeit.
Inform. Spektrum,Informatikforschung fr digitale Mobilittsplattformen - Am Beispiel des TUM Living Lab Connected Mobility.
Informatica (Slovenia),Issues in Multiagent Resource Allocation.,Electroencephalographic (EEG) Correlates of Some Activities Which May Alter Consciousness.,e-Turist: An Intelligent Personalised Trip Guide.
Informatica Didact.,Video in Vorlesungsaufzeichnungen mit informatikfernen Inhalten am Beispiel Archologie.
Informatica,Non-Invasive Intracranial Pulse Wave Monitoring.,"Comparative Analysis of Epileptogenic Changes Detected on the PET/CT, EEG and MRI Scans and Their Correlation with Post-Surgery Outcomes."
Informatics Curricula and Teaching Methods,Computing: The Shape of an Evolving Discipline.
Informatics Educ.,CodeMaster - Automatic Assessment and Grading of App Inventor and Snap! Programs.,dETECT: A Model for the Evaluation of Instructional Units for Teaching Computing in Middle School.,Teaching Ubiquitous Computing Using Simulations Based on Smartphone Sensors.,MEMORE: an Environment for Data Collection and Analysis on the Use of Computers in Education.,SplashCode - A Board Game for Learning an Understanding of Algorithms in Middle School.
Informatics and Changes in Learning,Attitudes toward Courseware as a Function of High School Students' Creativity Level.,On the Integration of Multimedia Applications in Education.
Informatics and Psychology Workshop,Designing for the mental model: an interdisciplinary approach to the definition of a user interface for electronic mail systems.
Informatics in Higher Education,Classifying information systems education by method engineering.,Computer science education in Japanese universities.,Impacts of interdisciplinary dialogue to computer science education.,Informatics: the core and the presentation.
Informatics,Improving the Translation Environment for Professional Translators.,Embracing First-Person Perspectives in Soma-Based Design.
Informatik cui bono?,Ganzheitliche Arbeitsgestaltungkompetenz. Paradigmenwechsel in der Aus- und Weiterbildung von Informatik-Fachkrften.
Informatik fr den Umweltschutz,CHESS Chernobyl Simulation System.
Informatik im Umweltschutz,Kompetenzinformation als Strukturierungskonzept fr integrierte Umweltinformationssysteme.,"Erfassung, Verwaltung und Auswertung von Daten im Projekzentrum kosystemforschung der Christian-Albrechts-Universitt zu Kiel."
Informatik in Recht und Verwaltung,Die Rckwirkung von Werkzeugeinsatz auf die Kultur: Wie Informationstechnik unsere Wissens- und Rechtskultur verndert.
Informatik in den Biowissenschaften,Probleme der Software-Entwicklung fr die Steuerung und Auswertung biologischer Experimente.
Informatik in der DDR,Arbeitsplatz GD'71 - KRS 4201 - ESER fr Computergraphik und Computergeometrie.
"Informatik und ""Dritte Welt""","Ausbildungskonzepte fr den Bereich Informationstechnologie und ""Dritte Welt"" - Dokumentation eines Round-Table-Gesprchs an der TU Berlin."
Informatik und Ausbildung,Kooperation fr Software fr Kooperation - Erfahrungen aus einem partizipativen Softwaretechnikprojekt.,Einsatz neuer Medien in der Rechnernetze-Ausbildung an der TU Dresden.
Informatik und Philisophie,Philosophische Wurzeln der Informatik im Wiener Kreis.,Operative Schriften als Geistestechnik. Zur Vorgeschichte der Informatik.,Knstliche Intelligenz und Menschenbilder.,Computerethik.,Informatik und Philosophie. Eine Einfhrung.,Die zwei Teilthesen des Funktionalismus.,Ist das Gehirn ein Digitalcomputer?,Technisch-wissenschaftliche Kultur und das Beispiel der Informatik.,Zur Konstitution der Informatik als Wissenschaft.,Was erklrt uns die Informatik? Versuch einer wissenschaftstheoretischen Standortbestimmung.,Informatik und sthetik.,Informatik und Instrumentelle Vernunft.,Zur Frage der professionellen Ethik.,Geschlecht und Wissenschaft oder die endliche Geschichte der Zweigeschlechtlichkeit.,Die Technisierung der Lebenswelt.,Reduziertes Denken. Informatik in der Tradition des formalistischen Forschungsprogramms.,Informatik und die Philosophie des Geistes.,Metaphern in der Fachkommunikation und der Modellbildung der Informatik.
Informatik zwischen Wissenschaft und Gesellschaft,Die wissenschaftlichen Arbeiten von Reinhold Franck.
Informatik,On the Physical Design of PRAMs.
Informatikanwendungen im Umweltbereich,Datentechnische Werkzeuge zur digitalen Verarbeitung von Satellitenbilddaten fr Fernerkungdungsanwendungen.
Informatiktage,CSI: PC2 - A High Performance Biometrie System.
Information & Software Technology,EDDS - A System To Harmonise Access to Heterogeneous Database On Distributed Micro and Main Frames.
Information Access through Search Engines and Digital Libraries,A Statistical and Graphical Methodology for Comparing Bilingual to Monolingual Cross-Language Information Retrieval.
Information Hiding,Security of Invertible Media Authentication Schemes Revisited.
Information Management and Market Engineering Vol. II,The Impact of Economic News on Information and Liquidity in Electronic Futures Trading.,Consumer Perception of Time-Based Pricing.,Investigating Auction Fever.,Towards a Benchmarking Framework for Financial Text Mining.
Information Management in Computer Integrated Manufacturing,Introductory Overview.
Information Modeling Methods and Methodologies,An Empirical Investigation of Requirements Specification Languages: Detecting Defects While Formalizing Requirements.,A Taxonomic Class Modeling Methodology for Object-Oriented Analysis.,Analyzing and Comparing Ontologies with Meta-Methods.
Information Modeling in the New Millennium,Metrics for Managing Quality in Information Modeling.,Requirements for Web Engineering Methodologies.
Information Processing and Security Systems,Fourier Descritpor-Based Deformable Models for Segmentation of the Distal Femur in CT.
Information Quality in Information Fusion and Decision Making,An Epistemological Model for a Data Analysis Process in Support of Verification and Validation.
Information Retrieval Evaluation in a Changing World,Biodiversity Information Retrieval Through Large Scale Content-Based Identification: A Long-Term Evaluation.
Information Retrieval and Mining in Distributed Environments,A Relational Approach to Sensor Network Data Mining.,Using a Network of Scalable Ontologies for Intelligent Indexing and Retrieval of Visual Content.,An Agent-Oriented Architecture for Researcher Profiling and Association Using Semantic Web Technologies.,Reputation-Based Trust Diffusion in Complex Socio-Economic Networks.
Information Retrieval in Biomedicine,Verification of Uncurated Protein Annotations.
Information Retrieval: Data Structures & Algorithms,Extended Boolean Models.,Inverted Files.,Hashing Algorithms.
Information Retrieval,NOSFERATU - ein integriertes Datenbank- und Information-Retrieval-System basierend auf dem Datenstrom-Paradigma.
"Information Security Management Handbook, 6th ed.",Security and Privacy for Data Warehouses.,Cyber-Risk Management.,The Ethical and Legal Concerns of Spyware.,It's All About Power.,Cookies and Web Bugs.
"Information Security, Coding Theory and Related Combinatorics",On Jacobsthal Binary Sequences.,"Designs, strongly regular graphs and codes constructed from some primitive groups."
Information System Development Process,A Meta-Model for Representing Software Specification & Design Methods.,Utilizing Scenarios in the Software Development Process.
Information Systems Design Methodologies: Improving the Practice,The ERAE Model: A Case Study.
Information Systems Outsourcing,Social Capital: A Framework for Studying IT Outsourcing.,The Emergence of Formal Control Specificity in Information Systems Outsourcing: A Process-View.,From Onshore to Offshore of IT Services Outsourcing: History of One Large Australian Organisation's Journey.,Information System Outsourcing Dynamics: A Case Study as Seen by a Client Boundary Role Person.,Investigating the Relationship Between Outsourcing and Innovation.
Information Systems Perspectives and Challenges in the Context of Globalization,Professional Socieies in Information Systems: A Force for Globalisation or Good?,Can E-Marketplaces Bridge the Digital Divide?,Open Source and Free Software: Organizational and Societal Implications.,Implementing Global Information Technology Product in a Localized Context: An Exploratory Study of ERP System Implementation in China.
Information Systems in the WWW Environment,An electronic handbook for accessing domain specific generic patterns.,Chinese full text retrieval technology applied in national occupational occupation training and testing network in WWW environment.
Information Systems: The e-Business Challenge,Auctions with Buyer Preferences.
Information Technologies in Biomedicine,Kinematic Analysis of Complex Therapeutic Movements of the Upper Limb.
Information Technology and Product Development,IT-Based Knowledge Management Systems to Support the Design of Product Development Processes.
Information Technology in Educational Management,Collaborative Work Tools in Learning Environments.,Learner and Course Interoperability in a Web Based Training Model.
Information Technology in the Service Economy,eHealth: Redefining Health Care in the Light of Technology.,Information Systems and the Service Economy: A Multidimensional Perspective.
Information Theoretic Learning,Correntropy for Random Processes: Properties and Applications in Signal Processing.
Information Theory and Applications,Coding of Image Data via Correlation Filters for Invariant Pattern Recognition: Some Practical Results.
Information Theory and the Brain,Coding Efficiency and the Metabolic Cost of Sensory and Neural Information.,Quantitative Analysis of a Schaffer Collateral Model.,A Quantitative Model of Information Processing in CA1.
"Information Theory, Combinatorics, and Search Theory",Arbitrarily Varying and Compound Classical-Quantum Channels and a Note on Quantum Zero-Error Capacities.,Generic Algorithms for Factoring Strings.,Superimposed Codes and Threshold Group Testing.,Density-Based Group Testing.
"Information Visualization - Human-Centered Issues in Visual Representation, Interaction, and Evaluation","07221 Abstracts Collection -- Information Visualization - Human-Centered Issues in Visual Representation, Interaction, and Evaluation.","07221 Executive Summary - Information Visualization - Human-Centered Issues in Visual Representation, Interaction, and Evaluation."
Information Visualization,"Visual Analytics: Definition, Process, and Challenges."
Information and Communication Technologies and Real-Life Learning,Experiences and Challenges in Fostering Industry and University Collaborations.
Information and Database Quality,A NEAT Approach for Data Quality Assessment - Industrial Experiences using a DQ Assessment Methodology.
"Information processing, rational belief change and social interaction","09351 Abstracts Collection - Information processing, rational belief change and social interaction.","09351 Executive Summary - Information processing, rational belief change and social interaction.",Speech acts as announcements.,"Epistemic Games in Modal Logic: Joint Actions, Knowledge and Preferences all together."
Information-Centric Networking,10492 Executive Summary - Information-Centric Networking.,10492 Abstracts Collection - Information-Centric Networking.
Informationsmanagement in Wissenschaft und Forschung,The Value of Information and Communication Systems in Research and Education.
Informationssysteme fr das Hochschulmanagement,ISIS+W3 - Interaktives Studierenden - Informations-System im world wide web.
Informationstechnik Tech. Inform.,Rapid Prototyping von Realzeitsystemen mit SDL (Rapid Prototyping of Real Time Systems using SDL).
Informationswirtschaft: Ein Sektor mit Zukunft,Die sichere Stimmabgabe ber das Internet: Kryptographie und Infrastruktur.
Informing Sci. Int. J. an Emerg. Transdiscipl.,Pathways to Enhance Environmental Assessment Information Systems.,Design Science Research in Practice: What Can We Learn from a Longitudinal Analysis of the Development of Published Artifacts?,Assessment of Project Website Sustainability: Case of the Arctic EIA Project.,The Impact of Paradigm Development and Course Level on Performance in Technology-Mediated Learning Environments.,"Genetic-linked Inattentiveness Protects Individuals from Internet Overuse: A Genetic Study of Internet Overuse Evaluating Hypotheses Based on Addiction, Inattention, Novelty-seeking and Harm-avoidance.",User Perceptions of Aesthetic Visual Design Variables within the Informing Environment: A Web-Based Experiment.
Infoscale,Bioprofiling over grid for early detection of dementia.
Infotech@Aerospace,A Model-based Approach to Engineering Behavior of Complex Aerospace Systems.,The Gale UAS for Tropical Cyclone Measurements: An Update and Lessons Learned.
InfraSec,DPS : An Architectural Style for Development of Secure Software.,Applications of Multiple Trust Authorities in Pairing Based Cryptosystems.,Different Smartcard-Based Approaches to Physical Access Control.,Design of a VPN Software Solution Integrating TCP and UDP Services.,Biometric Authentication in Infrastructure Security.,Vulnerability Assessment Simulation for Information Infrastructure Protection.,Authentication and Authorization of Mobile Clients in Public Data Networks.,A Novel Approach to Proactive Password Checking.
Infrastructure for Mobile and Wireless Systems,"Research Direction for Developing an Infrastructure for Mobile & Wireless Systems: Consensus Report of the NSF Workshop Held on October 15, 2001 in Scottsdale, Arizona."
Ingnierie des Systmes d Inf.,"Gaia, validation des donnes. Un milliard d'toiles, de pixels et de mgaoctets.",Ing nierie dirig e par les mod les : quels supports  l'interop rabilit  des syst mes d'information ?
InnoSWDev@SIGSOFT FSE,Sketch-based gradual model-driven development.,Developing enterprise mobile applications the easy way.
Innov. Syst. Softw. Eng.,An evolutionary testbed for software technology evaluation.,High-performance Earth system modeling with NASA/GSFC's Land Information System.
InnovaInt. J. Actor Netw. Theory Technol. Innov.,Using ANT to Uncover the Full Potential of an Intelligent Operational Planning and Support Tool (IOPST) for Acute Healthcare Contexts.
Innovate-Data,A Microservices-Based Platform for Efficiently Managing Oceanographic Data.,Committee of the SGTM Neural-Like Structures with Extended Inputs for Predictive Analytics in Insurance.,"Monitoring System for the Housing and Utility Services Based on the Digital Technologies IIoT, Big Data, Data Mining, Edge and Cloud Computing.",Enabling Joins over Cassandra NoSQL Databases.
Innovationen im E-Business,Informationsquelle Mitarbeiter.
"Innovations for Shape Analysis, Models and Algorithms",Nested Sphere Statistics of Skeletal Models.
Innovations in Bayesian Networks,Causal Graphical Models with Latent Variables: Learning and Inference.
Innovations in Big Data Mining and Embedded Knowledge,Anticipating the User: Acoustic Disposition Recognition in Intelligent Interactions.
Innovations in Hybrid Intelligent Systems,A Web Tool to Discover Full-Length Sequences - Full-Lengther.,NATPRO-C13 - An Interactive Tool for the Structural Elucidation of Natural Compounds.,Experimental Analysis for the Lennard-Jones Problem Solution.
Innovations in Information Systems Modeling,An Agent Based Formal Approach for Modeling and Verifying Integrated Intelligent Information Systems.,Integrated Requirement and Solution Modeling.,Concepts and Strategies for Quality of Modeling.
Innovations in Intelligent Machines (1),Predicting Operator Capacity for Supervisory Control of Multiple UAVs.,Toward Robot Perception through Omnidirectional Vision.
Innovations in Intelligent Machines (4),Large Scale Text Mining Approaches for Information Retrieval and Extraction.
Innovations in Intelligent Machines (5),Computational Intelligence Techniques for Chemical Process Control.,Application of Swarm Intelligence in Fuzzy Entropy Based Image Segmentation.
Innovations in Knowledge Management,"Social Media Applications for Knowledge Exchange in Organizations - Requirements, Application, and User Acceptance in Industrial and Scientific Settings."
Innovations in Neural Information Paradigms and Applications,Towards Computational Modelling of Neural Multimodal Integration Based on the Superior Colliculus Concept.,Metric Learning for Prototype-Based Classification.,Unsupervised and Supervised Learning of Graph Domains.,"Self-Organizing Maps for Structured Domains: Theory, Models, and Learning of Kernels.",Advances in Neural Information Processing Paradigms.
Innovations in Robot Mobility and Control,Multi View and Multi Scale Image Based Visual Servo For Micromanipulation.,Intelligent Precision Motion Control.,Intelligent Neurofuzzy Control of a Robotic Gripper.,Voronoi-Based Outdoor Traversable Region Modelling.,Using Visual Features for Building and Localizing within Topological Maps of Indoor Environments.
Innovations in Swarm Intelligence,A Multi-resolution GA-PSO Layered Encoding Cascade Optimization Model.
Innovative Adult Learning with Innovative Technologies,Information overload in the information age.
Innovative Applications in Data Mining,A GUI Tool for Plausible Reasoning in the Semantic Web Using MEBN.
Innovative Computing Methods and Their Applications to Engineering Problems,A Discrete Differential Evolution Approach with Local Search for Traveling Salesman Problems.,PSO in Building Fuzzy Systems.,Theory and Applications of Chaotic Optimization Methods.
Innovative Informations-Infrastrukturen,Implementierung eines informationstheoretischen Ansatzes zur Bilderkennung.
Innovative Practices in Teaching Information Sciences and Technology,Leveraging Mobile Technology to Enhance Both Competition and Cooperation in an Undergraduate STEM Course.
"Innovative Techniques in Instruction Technology, E-learning, E-assessment, and Education","The G2 Project: Establishing A CSU ""Grand Grid"" for Scientific Computing in Research and Education."
Input/Output in Parallel and Distributed Computer Systems,Overview of the MPI-IO Parallel I/O Interface.
Inroads,Project-based learning continues to inspire cybersecurity students: the 2018-2019 SFS research studies at UMBC.
Inscrypt,"Goshawk: A Novel Efficient, Robust and Flexible Blockchain Protocol.",SPF: A New Family of Efficient Format-Preserving Encryption Algorithms.,A Modified Fuzzy Fingerprint Vault Based on Pair-Polar Minutiae Structures.,A Light-Weight and Accurate Method of Static Integer-Overflow-to-Buffer-Overflow Vulnerability Detection.
Insider Attack and Cyber Security,Reconfigurable Tamper-resistant Hardware Support Against Insider Threats: The Trusted ILLIAC Approach.
Insider Threats in Cyber Security,"A Risk Management Approach to the ""Insider Threat""."
"Insider Threats: Strategies for Prevention, Mitigation, and Response","10341 Report - Insider Threats: Strategies for Prevention, Mitigation, and Response.","10341 Abstracts Collection - Insider Threats: Strategies for Prevention, Mitigation, and Response."
Inst. fr Frdertechnik und Logistiksysteme,Modellierung und Optimierung von mehrstufigen Umschlagsystemen.
Inst. fr Informatik und Praktische Mathematik,Fast: eine Prozessor-Architektur mit einem neuartigen Stacksystem.
"Inst. fr Verkehr, Eisenbahnwesen und Verkehrssicherung",Expertensystemkonzept fr die Fahrwegdisposition von Werksbahnen.
"Inst. fr Wasserbau u. Wasserwirtschaft, Rhein.-Westfl. Techn. Hochsch.",Zur digitalen Bildverarbeitung bei wasserbaulichen Strmungsuntersuchungen.
Inst. fr Werkzeugmaschinen und Betriebstechnik,Konzeption eines reaktionsschnellen Planungssystems fr Logistikketten auf Basis von Software-Agenten: Ansatz zur Planung und Steuerung von verteilten Produktionssystemen mit heterogenen IV-Systemen.
Instinctive Computing Workshop,A Middleware for Implicit Interaction.
Int. Arab J. Inf. Technol.,Segmentation of Magnetic Resonance Brain Images Using Edge and Region Cooperation Characterization of Stroke Lesions.,A novel amended dynamic round robin scheduling algorithm for timeshared systems.
Int. Arab. J. e Technol.,Challenges in Developing Citizen-Centric E-Governance in Libya.,Educative and Adaptive System for Personalized Learning: Learning Styles and Content Adaptation.
Int. CMG Conference,"Automation of MVS Operations, an Expert Systems Approach."
Int. Conf. Interaction Sciences,Interdisciplinary applications of mathematical modeling.
Int. Conf. on Membrane Computing,An Excursion Through Quantitative Model Refinement.,DCBA: Simulating Population Dynamics P Systems with Proportional Object Distribution.
Int. J. 3 D Inf. Model.,"Oblique Aerial Image Acquisition, 3D City Modeling, 3D City Guide Project for Konya Metropolitan Municipality.",The Application of BIM as Collaborative Design Technology for Collective Self-Organised Housing.
Int. J. Account. Inf. Syst.,Impact of accounting process characteristics on accounting outsourcing - Comparison of users and non-users of cloud-based accounting information systems.,Enhancement of fraud detection for narratives in annual reports.,Outlier detection in healthcare fraud: A case study in the Medicaid dental domain.
Int. J. Ad Hoc Ubiquitous Comput.,Smart care spaces: pervasive sensing technologies for at-home care.
Int. J. Adapt. Resilient Auton. Syst.,"Optimizing User Quality of Experience through Overlay Routing, Bandwidth Management and Dynamic Trans-Coding."
Int. J. Adult Vocat. Educ. Technol.,Failed Hopes of Education: Revisiting the Relevancy of Education as a Method of Diminishing Recidivism.
Int. J. Adv. Comp. Techn.,Enhancing E-mail Security by CAPTCHA based Image Grid Master Password.
Int. J. Adv. Corp. Learn.,The Development of Virtual World Tools to Enhance Learning and Real World Decision Making in the Australian Sugar Farming Industry.
Int. J. Adv. Intell. Paradigms,A study of knowledge database for 'Kana' strings self-study system on navigation.
Int. J. Adv. Media Commun.,Designing a wireless sensor system for continuous monitoring of the cervical dilation of a pregnant woman.
Int. J. Adv. Oper. Manag.,Workflow estimation of a radiology department using modelling and simulation.
Int. J. Adv. Pervasive Ubiquitous Comput.,OntoHealth: An Ontology Applied to Pervasive Hospital Environments.,Residential Load Pattern Analysis for Smart Grid Applications Based on Audio Feature EEUPC.
Int. J. Agent Oriented Softw. Eng.,Adaptability in an agent-based virtual organisation.
Int. J. Agent Technol. Syst.,SPARK: A Framework for Multi-Scale Agent-Based Biomedical Modeling.
Int. J. Agric. Environ. Inf. Syst.,Potential Nitrogen Load from Crop-Livestock Systems: A Spatial Database for a Multi-Scale Assessment and Mapping.,A Forecasting Method for Fertilizers Consumption in Brazil.
Int. J. Algebra Comput.,Structure of insertion property by powers.,Grbner bases of neural ideals.
Int. J. Ambient Comput. Intell.,Analysis of the Effect of Human Presence on a Wireless Sensor Network.,Analysis of Older Users' Perceived Requests and Opportunities with Technologies: A Scenario-Based Assessment.
Int. J. Appl. Cryptogr.,A privacy-enhanced access log management mechanism in SSO systems from nominative signatures.
Int. J. Appl. Decis. Sci.,Application of neurofuzzy framework to maintenance scheduling activity monitoring.,Design of genetic algorithms for topology control of unmanned vehicles.
Int. J. Appl. Earth Obs. Geoinformation,New vegetation type map of India prepared using satellite remote sensing: Comparison with global vegetation maps and utilities.
Int. J. Appl. Evol. Comput.,An Improved Fuzzy Voting Scheme for Fault Tolerant Systems.
Int. J. Appl. Geospat. Res.,Food System Resilience and Sustainability in Cambodia.,Sharing Environmental Data through GEOSS.
Int. J. Appl. Logist.,Efficient and Reliable Transportation of Consignments (ERTOC).
Int. J. Appl. Math. Comput. Sci.,Building the Library of Rna 3D Nucleotide Conformations Using the Clustering Approach.
Int. J. Appl. Metaheuristic Comput.,Pseudo-Cut Strategies for Global Optimization.
Int. J. Appl. Pattern Recognit.,A compilation on the contribution of the classic-curvature and the intensity-curvature functional to the study of healthy and pathological MRI of the human brain.,A holistic word recognition technique for handwritten Bangla words.,Human action recognition: a construction of codebook by discriminative features selection approach.
Int. J. Approx. Reason.,On the use of group theory to generalize elements of pairwise comparisons matrix: A cautionary note.
Int. J. Art Cult. Des. Technol.,Mental Map Preservation for Progressively Labeling Railway Networks.,Mixed Reality Boundaries in Museum Preservation Areas.
Int. J. Artif. Intell. Educ.,AI in Informal Science Education: Bringing Turing Back to Life to Perform the Turing Test.
Int. J. Artif. Intell. Soft Comput.,Predicting financial time series data using artificial immune system-inspired neural networks.
Int. J. Artif. Intell. Tools,Assigning and Scheduling Service Visits in a Mixed Urban/Rural Setting.
Int. J. Artif. Life Res.,Mathematical Model to Assess the Relative Effectiveness of Rift Valley Fever Countermeasures.,Direct Perception and Action Decision for Unknown Object Grasping.,Robust Swarm Model Based on Mutual Anticipation: Swarm as a Mobile Network Analyzed by Rough Set Lattice.,A Study of Predicting Ability in State-Action Pair Prediction: Adaptability to an Almost-Periodic Disturbance.
Int. J. Arts Technol.,Recognising your self in virtual avatars.
Int. J. Asian Bus. Inf. Manag.,The Adoption of Social Media as Marketing Tools: Case Small and Medium Enterprises in Brunei Darussalam.
Int. J. Asian Lang. Process.,Classifying Blog Posts with Tag Propagation.,A Study on the Robustness of Pitch-Range Estimation from Brief Speech Segments.,Chinese Volitive Words Mining.,Multiple Factors-based Opinion Retrieval and Coarse-to-Fine Sentiment Classification.,Corpus-based Extraction of Chinese Historical Term Translation Equivalents.,Analysis and Selection of Prosodic Features for Asian Language Recognition.
Int. J. Autom. Comput.,Evaluation method of the gait motion based on self-organizing map using the gravity center fluctuation on the sole.,The Propagation Background in Social Networks: Simulating and Modeling.,An effective on-line surface particles inspection instrument for large aperture optical element.
Int. J. Autom. Control.,The research on digital and intelligent management system for large castings based on Internet+.
Int. J. Autom. Technol.,A Puncturing Device that Mimics the Mechanism of Mosquito's Proboscis and Labium - Verification of the Effect of Skin Deformation / Needle Buckling Prevention Mechanism and Puncture Experiment on Artificial Skin and Experimental Animals -.
Int. J. Auton. Adapt. Commun. Syst.,Organic traffic light control for urban road networks.,CCA-MAP and iCCA-MAP: stationary and mobile WSN localisation algorithms.
Int. J. Auton. Comput.,Energy-QoS tradeoffs in J2EE hosting centres.,"A self-* auction server: design principles, architecture and implementation.",Using economic models to capture importance policy for tuning in autonomic database management systems.
Int. J. Aviat. Technol. Eng. Manag.,Project Management Practices and Project Manager Traits as a Key to Successful Information Systems Implementation.,Efficient Password Scheme Without Trusted Server.
Int. J. Bifurc. Chaos,Dynamics of Cardiac Intracellular CA2+ Handling - from Experiments to Virtual Cells.
Int. J. Big Data Intell.,PaloPro: a platform for knowledge extraction from big social data and the news.
Int. J. Bio Inspired Comput.,Machine vision for characterisation of some phenomic features of plant parts in distinguishing varieties - a review.
Int. J. Bioinform. Res. Appl.,A comparison of genetic imputation methods using Long Life Family Study genotypes and sequence data with the 1000 Genome reference panel.
Int. J. Biom.,Genetic and evolutionary methods for biometric feature reduction.
Int. J. Biomed. Imaging,Development of a New Tool for 3D Modeling for Regenerative Medicine.
Int. J. Bus. Data Commun. Netw.,A Framework to Measure and Estimate Video Quality in SVC Real-Time Adaptive Systems.
Int. J. Bus. Inf. Syst.,Intention to adopt mobile banking in Bangladesh: an empirical study of emerging economy.
Int. J. Bus. Intell. Data Min.,Robust framework for recommending restructuring of websites by analysing web usage and web structure data.
Int. J. Bus. Intell. Res.,The Current State of Analytics in the Corporation: The View from Industry Leaders.
Int. J. Bus. Perform. Supply Chain Model.,Commercialisation of new products developed in R&D for the green product.,Selection of internet assessment vendor using TOPSIS method in fuzzy environment.
Int. J. Bus. Process. Integr. Manag.,Dynamic data integration: a service-based broker approach.
Int. J. Chemoinformatics Chem. Eng.,"Retrained Classification of Tyrosinase Inhibitors and ""In Silico"" Potency Estimation by Using Atom-Type Linear Indices: A Powerful Tool for Speed up the Discovery of Leads.",Application of Molecular Topology to the Prediction of Water Quality Indices of Alkylphenol Pollutants.
Int. J. Child Comput. Interact.,"Embedding immersive virtual reality in classrooms: Ethical, organisational and educational lessons in bridging research and practice."
Int. J. Circuit Theory Appl.,A 6-bit 4 MS/s 26fJ/conversion-step segmented SAR ADC with reduced switching energy for BLE.,"A power-area-efficient, 3-band, 2-RX MIMO, TD-LTE receiver with direct-coupled ADC."
Int. J. Cloud Appl. Comput.,A New Conception of Load Balancing in Cloud Computing Using Tasks Classification Levels.,The Financial Clouds Review.,Pedagogical Indexed Arabic Text in Cloud E-Learning System.
Int. J. Cloud Comput.,Scalable data management for map-reduce-based data-intensive applications: a view for cloud and hybrid infrastructures.
Int. J. Cogn. Informatics Nat. Intell.,Perspectives on Cognitive Informatics and Cognitive Computing.
Int. J. Comb. Optim. Probl. Informatics,E-Community: Mobile application for reporting incidents of public services of a city.,Application for measurement and analysis of the behavior of students during a course using the UWE (UML-Based Web Engineering) methodology.
Int. J. Commun. Networks Distributed Syst.,Integration of IEEE 802.21 services and pre-authentication framework.
Int. J. Commun. Networks Inf. Secur.,Applying Cluster Merging and Dynamic Routing Mechanisms to Extend the Lifetime of Wireless Sensor Networks.,The Impact of selfishness Attack on Mobile Ad Hoc Network.
Int. J. Commun. Syst.,Overlapped universal filtered multicarrier system for uplink wireless communication.
Int. J. Comput. Aided Eng. Technol.,Smart connected and interactive production control in a distributed environment.
Int. J. Comput. Appl. Technol.,Thermal imaging systems for real-time applications in smart cities.
Int. J. Comput. Assist. Lang. Learn. Teach.,Planning for Future Inquiry: Gaps in the CALL Research.
Int. J. Comput. Assist. Radiol. Surg.,Multiple Aneurysms AnaTomy CHallenge 2018 (MATCH) - phase II: rupture risk assessment.
Int. J. Comput. Biol. Drug Des.,Evaluation of biological and technical variations in low-input RNA-Seq and single-cell RNA-Seq.
Int. J. Comput. Commun. Control,The Logistic Regression from the Viewpoint of the Factor Space Theory.,Dynamic Secure Interconnection for Security Enhancement in Cloud Computing.,Ubiquitous Containerized Cargo Monitoring System Development based on Wireless Sensor Network Technology.
Int. J. Comput. Eng. Sci.,"Extremely Sharp {111}-Bound, Single-Crystalline Silicon Nano Tips."
Int. J. Comput. Games Technol.,Platform for Distributed 3D Gaming.
Int. J. Comput. Geom. Appl.,Folding Polyominoes into (Poly)Cubes.,"PROXIMITY GRAPHS: E, ?, ?, ? AND ?."
Int. J. Comput. Heal.,Towards sustainable business models from healthcare technology research.
Int. J. Comput. Integr. Manuf.,A framework for training workers in contemporary manufacturing environments.
Int. J. Comput. Intell. Appl.,FSLLE: A Fast K Selection Algorithm for Locally Linear Embedding.
Int. J. Comput. Intell. Stud.,Application of cuckoo search in water quality prediction using artificial neural network.
Int. J. Comput. Intell. Syst.,KEEL 3.0: An Open Source Software for Multi-Stage Analysis in Data Mining.
